unique_id,ds,y,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
electricity_consumption,2020-04-20,4612.958333333333,5366.541666666667,1419.75,1216.875,1206.8333333333333,721.4583333333334,592.7083333333334,178.25,29.583333333333332
electricity_consumption,2020-04-21,5330.208333333333,5188.833333333333,1406.6666666666667,556.8333333333334,1478.4583333333333,789.125,700.0416666666666,215.41666666666666,41.208333333333336
electricity_consumption,2020-04-22,5755.458333333333,5258.083333333333,1378.375,371.125,1787.2083333333333,759.875,638.9166666666666,278.3333333333333,43.208333333333336
electricity_consumption,2020-04-23,5577.875,4955.5,1386.0833333333333,326.0833333333333,1583.25,733.0833333333334,601.125,279.2916666666667,45.25
electricity_consumption,2020-04-24,5687.375,5246.166666666667,1388.25,855.4583333333334,1370.875,713.4166666666666,602.7916666666666,268.6666666666667,45.333333333333336
electricity_consumption,2020-04-25,5425.583333333333,5587.666666666667,1419.4166666666667,1304.0416666666667,1636.7916666666667,491.3333333333333,450.9583333333333,237.29166666666666,47.083333333333336
electricity_consumption,2020-04-26,4988.0,5015.5,1421.5,1017.8333333333334,1474.1666666666667,480.75,341.375,231.375,46.666666666666664
electricity_consumption,2020-04-27,5598.583333333333,4956.333333333333,1388.9166666666667,489.4583333333333,1676.0833333333333,704.375,376.9583333333333,276.0,43.541666666666664
electricity_consumption,2020-04-28,5774.25,6093.791666666667,1399.4166666666667,1686.4583333333333,1261.875,677.625,763.875,260.9166666666667,42.958333333333336
electricity_consumption,2020-04-29,5737.958333333333,6240.166666666667,1409.5,1249.7083333333333,1736.0,709.75,884.375,206.375,43.791666666666664
electricity_consumption,2020-04-30,5676.458333333333,4990.958333333333,1405.2083333333333,213.66666666666666,1751.25,663.875,732.2083333333334,178.33333333333334,44.5
electricity_consumption,2020-05-01,5176.541666666667,4316.708333333333,1420.5416666666667,263.8333333333333,1533.0,370.625,494.4583333333333,189.08333333333334,44.083333333333336
electricity_consumption,2020-05-02,5097.0,4187.5,1417.4583333333333,621.2083333333334,1032.0,395.5833333333333,444.875,232.20833333333334,43.25
electricity_consumption,2020-05-03,4969.375,4010.875,1414.4166666666667,230.95833333333334,1351.75,384.1666666666667,487.3333333333333,97.0,44.0
electricity_consumption,2020-05-04,5793.166666666667,4925.0,1396.5833333333333,713.25,1495.2916666666667,561.0,601.3333333333334,112.125,43.875
electricity_consumption,2020-05-05,5858.958333333333,5512.333333333333,1412.1666666666667,788.9583333333334,1636.4166666666667,671.8333333333334,743.125,208.875,48.916666666666664
